Participant	Block	Trial	Stimulus	Condition	CorrectResp	Code_CorrResp	Response_Code	Response_Time
5	1	14	>>>>>	congruent	right	3	3	429
5	1	15	-->--	neutral	right	3	3	429
5	1	16	>><>>	incongruent	left	2	2	476
5	1	17	--<--	neutral	left	2	2	514
5	1	18	<<><<	incongruent	right	3	3	481
5	1	19	>><>>	incongruent	left	2	2	427
5	1	20	-->--	neutral	right	3	3	427
5	1	21	-->--	neutral	right	3	3	348
5	1	22	>>>>>	congruent	right	3	3	381
5	1	23	--<--	neutral	left	2	2	418
5	1	24	<<<<<	congruent	left	2	2	416
5	1	25	-->--	neutral	right	3	3	382
5	1	26	-->--	neutral	right	3	3	435
5	1	27	>>>>>	congruent	right	3	3	466
5	1	28	--<--	neutral	left	2	2	411
5	1	29	>>>>>	congruent	right	3	3	405
5	1	30	<<<<<	congruent	left	2	2	479
5	1	31	--<--	neutral	left	2	2	488
5	1	32	--<--	neutral	left	2	2	356
5	1	33	-->--	neutral	right	3	2	358
5	1	34	>>>>>	congruent	right	3	3	485
5	1	35	>><>>	incongruent	left	2	2	572
5	1	36	>><>>	incongruent	left	2	2	563
5	1	37	<<><<	incongruent	right	3	3	476
5	1	38	-->--	neutral	right	3	3	451
5	1	39	<<<<<	congruent	left	2	2	407
5	1	40	>><>>	incongruent	left	2	2	558
5	1	41	>>>>>	congruent	right	3	3	532
5	1	42	>><>>	incongruent	left	2	2	501
5	1	43	--<--	neutral	left	2	2	496
5	1	44	--<--	neutral	left	2	2	430
5	1	45	<<<<<	congruent	left	2	2	461
5	1	46	>>>>>	congruent	right	3	3	480
5	1	47	<<<<<	congruent	left	2	2	490
5	1	48	<<><<	incongruent	right	3	3	592
5	1	49	>><>>	incongruent	left	2	2	604
5	1	50	<<><<	incongruent	right	3	3	556
5	1	51	<<<<<	congruent	left	2	2	420
5	1	52	>>>>>	congruent	right	3	3	385
5	1	53	>><>>	incongruent	left	2	2	441
5	1	54	--<--	neutral	left	2	2	443
5	1	55	--<--	neutral	left	2	2	398
5	1	56	--<--	neutral	left	2	2	501
5	1	57	-->--	neutral	right	3	3	449
5	1	58	>><>>	incongruent	left	2	2	623
5	1	59	<<><<	incongruent	right	3	2	484
5	1	60	<<<<<	congruent	left	2	2	586
5	1	61	--<--	neutral	left	2	2	550
5	1	62	<<<<<	congruent	left	2	2	478
5	1	63	<<><<	incongruent	right	3	3	516
5	1	64	<<<<<	congruent	left	2	2	466
5	1	65	<<><<	incongruent	right	3	3	551
5	1	66	-->--	neutral	right	3	3	415
5	1	67	<<><<	incongruent	right	3	3	600
5	1	68	<<><<	incongruent	right	3	3	551
5	1	69	>><>>	incongruent	left	2	2	587
5	1	70	<<><<	incongruent	right	3	3	459
5	1	71	-->--	neutral	right	3	3	401
5	1	72	-->--	neutral	right	3	3	380
5	2	1	>>>>>	congruent	right	3	3	532
5	2	2	>>>>>	congruent	right	3	3	469
5	2	3	>><>>	incongruent	left	2	2	538
5	2	4	<<<<<	congruent	left	2	2	447
5	2	5	<<<<<	congruent	left	2	2	434
5	2	6	-->--	neutral	right	3	3	418
5	2	7	>>>>>	congruent	right	3	3	415
5	2	8	<<><<	incongruent	right	3	3	460
5	2	9	-->--	neutral	right	3	3	370
5	2	10	>>>>>	congruent	right	3	3	359
5	2	11	<<><<	incongruent	right	3	3	642
5	2	12	>><>>	incongruent	left	2	2	647
5	2	13	<<><<	incongruent	right	3	3	433
5	2	14	<<<<<	congruent	left	2	2	433
5	2	15	--<--	neutral	left	2	2	433
5	2	16	<<<<<	congruent	left	2	2	386
5	2	17	-->--	neutral	right	3	3	394
5	2	18	--<--	neutral	left	2	2	465
5	2	19	--<--	neutral	left	2	2	500
5	2	20	--<--	neutral	left	2	2	465
5	2	21	<<<<<	congruent	left	2	2	438
5	2	22	>>>>>	congruent	right	3	3	375
5	2	23	>>>>>	congruent	right	3	3	351
5	2	24	>>>>>	congruent	right	3	3	383
5	2	25	--<--	neutral	left	2	2	405
5	2	26	--<--	neutral	left	2	2	400
5	2	27	<<><<	incongruent	right	3	3	927
5	2	28	-->--	neutral	right	3	3	434
5	2	29	>><>>	incongruent	left	2	2	668
5	2	30	<<><<	incongruent	right	3	3	568
5	2	31	<<><<	incongruent	right	3	3	669
5	2	32	<<><<	incongruent	right	3	3	538
5	2	33	<<><<	incongruent	right	3	3	509
5	2	34	<<<<<	congruent	left	2	2	491
5	2	35	-->--	neutral	right	3	2	469
5	2	36	>><>>	incongruent	left	2	2	600
5	2	37	-->--	neutral	right	3	3	427
5	2	38	>><>>	incongruent	left	2	2	661
5	2	39	<<<<<	congruent	left	2	2	638
5	2	40	<<><<	incongruent	right	3	3	578
5	2	41	-->--	neutral	right	3	3	462
5	2	42	>>>>>	congruent	right	3	3	451
5	2	43	<<><<	incongruent	right	3	3	594
5	2	44	>><>>	incongruent	left	2	2	606
5	2	45	--<--	neutral	left	2	2	558
5	2	46	-->--	neutral	right	3	3	500
5	2	47	--<--	neutral	left	2	2	444
5	2	48	-->--	neutral	right	3	3	482
5	2	49	>><>>	incongruent	left	2	2	631
5	2	50	-->--	neutral	right	3	3	462
5	2	51	-->--	neutral	right	3	3	435
5	2	52	<<<<<	congruent	left	2	2	497
5	2	53	>><>>	incongruent	left	2	2	618
5	2	54	>><>>	incongruent	left	2	2	697
5	2	55	--<--	neutral	left	2	2	352
5	2	56	>><>>	incongruent	left	2	2	682
5	2	57	--<--	neutral	left	2	2	507
5	2	58	-->--	neutral	right	3	3	411
5	2	59	>>>>>	congruent	right	3	3	422
5	2	60	<<><<	incongruent	right	3	3	700
5	2	61	<<<<<	congruent	left	2	2	434
5	2	62	>>>>>	congruent	right	3	3	496
5	2	63	>>>>>	congruent	right	3	3	569
5	2	64	--<--	neutral	left	2	2	889
5	2	65	<<><<	incongruent	right	3	3	592
5	2	66	<<<<<	congruent	left	2	2	369
5	2	67	--<--	neutral	left	2	2	670
5	2	68	>>>>>	congruent	right	3	3	445
5	2	69	>><>>	incongruent	left	2	2	635
5	2	70	<<<<<	congruent	left	2	2	638
5	2	71	<<<<<	congruent	left	2	2	422
5	2	72	>><>>	incongruent	left	2	2	778
6	1	1	-->--	neutral	right	3	3	432
6	1	2	--<--	neutral	left	2	2	416
6	1	3	>>>>>	congruent	right	3	3	477
6	1	4	--<--	neutral	left	2	2	296
6	1	5	>>>>>	congruent	right	3	3	381
6	1	6	>><>>	incongruent	left	2	2	576
6	1	7	>><>>	incongruent	left	2	2	600
6	1	8	<<<<<	congruent	left	2	2	427
6	1	9	>>>>>	congruent	right	3	3	411
6	1	10	-->--	neutral	right	3	3	469
6	1	11	>><>>	incongruent	left	2	2	632
6	1	12	<<><<	incongruent	right	3	3	463
6	1	13	>>>>>	congruent	right	3	3	357
6	1	14	>>>>>	congruent	right	3	3	391
6	1	15	-->--	neutral	right	3	3	368
6	1	16	--<--	neutral	left	2	2	402
6	1	17	>><>>	incongruent	left	2	2	429
6	1	18	<<<<<	congruent	left	2	2	366
6	1	19	<<<<<	congruent	left	2	2	386
6	1	20	-->--	neutral	right	3	3	395
6	1	21	--<--	neutral	left	2	2	356
6	1	22	-->--	neutral	right	3	3	451
6	1	23	>>>>>	congruent	right	3	3	422
6	1	24	<<<<<	congruent	left	2	2	373
6	1	25	-->--	neutral	right	3	3	411
6	1	26	>><>>	incongruent	left	2	2	593
6	1	27	<<<<<	congruent	left	2	2	418
6	1	28	<<><<	incongruent	right	3	3	555
6	1	29	--<--	neutral	left	2	2	357
6	1	30	<<<<<	congruent	left	2	2	405
6	1	31	<<><<	incongruent	right	3	3	588
6	1	32	--<--	neutral	left	2	2	381
6	1	33	>>>>>	congruent	right	3	3	387
6	1	34	-->--	neutral	right	3	3	385
6	1	35	>><>>	incongruent	left	2	2	527
6	1	36	<<><<	incongruent	right	3	3	527
6	1	37	>>>>>	congruent	right	3	3	450
6	1	38	<<<<<	congruent	left	2	2	435
6	1	39	<<<<<	congruent	left	2	2	419
6	1	40	<<><<	incongruent	right	3	3	386
6	1	41	>><>>	incongruent	left	2	3	395
6	1	42	<<><<	incongruent	right	3	3	559
6	1	43	>>>>>	congruent	right	3	3	457
6	1	44	-->--	neutral	right	3	3	399
6	1	45	-->--	neutral	right	3	3	394
6	1	46	<<<<<	congruent	left	2	2	434
6	1	47	>><>>	incongruent	left	2	2	574
6	1	48	-->--	neutral	right	3	3	506
6	1	49	<<><<	incongruent	right	3	3	597
6	1	50	--<--	neutral	left	2	2	484
6	1	51	>><>>	incongruent	left	2	2	774
6	1	52	--<--	neutral	left	2	2	458
6	1	53	-->--	neutral	right	3	3	604
6	1	54	>>>>>	congruent	right	3	3	742
6	1	55	<<><<	incongruent	right	3	3	592
6	1	56	--<--	neutral	left	2	2	572
6	1	57	<<><<	incongruent	right	3	3	660
6	1	58	>><>>	incongruent	left	2	2	948
6	1	59	-->--	neutral	right	3	3	428
6	1	60	<<<<<	congruent	left	2	2	460
6	1	61	>>>>>	congruent	right	3	3	495
6	1	62	<<><<	incongruent	right	3	3	647
6	1	63	>><>>	incongruent	left	2	2	558
6	1	64	<<<<<	congruent	left	2	2	454
6	1	65	<<<<<	congruent	left	2	2	427
6	1	66	>><>>	incongruent	left	2	2	661
6	1	67	--<--	neutral	left	2	2	418
6	1	68	<<><<	incongruent	right	3	3	494
6	1	69	<<><<	incongruent	right	3	3	630
6	1	70	--<--	neutral	left	2	2	430
6	1	71	--<--	neutral	left	2	2	399
6	1	72	>>>>>	congruent	right	3	3	409
6	2	1	<<<<<	congruent	left	2	2	409
6	2	2	>>>>>	congruent	right	3	3	389
6	2	3	>><>>	incongruent	left	2	2	663
6	2	4	--<--	neutral	left	2	2	437
6	2	5	>>>>>	congruent	right	3	3	405
6	2	6	<<<<<	congruent	left	2	2	479
6	2	7	>><>>	incongruent	left	2	2	548
6	2	8	>><>>	incongruent	left	2	2	552
6	2	9	-->--	neutral	right	3	3	463
6	2	10	<<<<<	congruent	left	2	2	592
6	2	11	>><>>	incongruent	left	2	2	558
6	2	12	<<><<	incongruent	right	3	3	547
6	2	13	-->--	neutral	right	3	3	551
6	2	14	>><>>	incongruent	left	2	2	619
6	2	15	-->--	neutral	right	3	3	416
6	2	16	<<<<<	congruent	left	2	2	382
6	2	17	<<><<	incongruent	right	3	3	482
6	2	18	<<<<<	congruent	left	2	2	429
6	2	19	<<><<	incongruent	right	3	3	460
6	2	20	>>>>>	congruent	right	3	3	386
6	2	21	--<--	neutral	left	2	2	379
6	2	22	>><>>	incongruent	left	2	3	385
6	2	23	<<<<<	congruent	left	2	2	531
6	2	24	>>>>>	congruent	right	3	3	359
6	2	25	--<--	neutral	left	2	2	380
6	2	26	-->--	neutral	right	3	3	370
6	2	27	-->--	neutral	right	3	3	468
6	2	28	<<><<	incongruent	right	3	3	506
6	2	29	--<--	neutral	left	2	2	441
6	2	30	>><>>	incongruent	left	2	2	615
6	2	31	<<><<	incongruent	right	3	3	710
6	2	32	--<--	neutral	left	2	2	398
6	2	33	>>>>>	congruent	right	3	3	423
6	2	34	-->--	neutral	right	3	3	458
6	2	35	<<<<<	congruent	left	2	2	409
6	2	36	<<<<<	congruent	left	2	2	419
6	2	37	-->--	neutral	right	3	3	386
6	2	38	>>>>>	congruent	right	3	3	472
6	2	39	<<><<	incongruent	right	3	3	494
6	2	40	--<--	neutral	left	2	2	427
6	2	41	>><>>	incongruent	left	2	2	521
6	2	42	<<><<	incongruent	right	3	3	505
6	2	43	>>>>>	congruent	right	3	3	503
6	2	44	>>>>>	congruent	right	3	3	421
6	2	45	-->--	neutral	right	3	3	496
6	2	46	<<<<<	congruent	left	2	2	805
6	2	47	>><>>	incongruent	left	2	2	588
6	2	48	--<--	neutral	left	2	2	425
6	2	49	--<--	neutral	left	2	2	456
6	2	50	>>>>>	congruent	right	3	3	398
6	2	51	>>>>>	congruent	right	3	3	485
6	2	52	<<><<	incongruent	right	3	3	556
6	2	53	>><>>	incongruent	left	2	2	670
6	2	54	-->--	neutral	right	3	3	415
6	2	55	-->--	neutral	right	3	3	427
6	2	56	<<<<<	congruent	left	2	2	411
6	2	57	-->--	neutral	right	3	3	391
6	2	58	--<--	neutral	left	2	2	353
6	2	59	--<--	neutral	left	2	2	370
6	2	60	-->--	neutral	right	3	3	374
6	2	61	<<><<	incongruent	right	3	3	505
6	2	62	<<<<<	congruent	left	2	2	360
6	2	63	--<--	neutral	left	2	2	411
6	2	64	>>>>>	congruent	right	3	3	406
6	2	65	>><>>	incongruent	left	2	2	573
6	2	66	<<<<<	congruent	left	2	2	411
6	2	67	<<><<	incongruent	right	3	3	531
6	2	68	>>>>>	congruent	right	3	3	578
6	2	69	<<><<	incongruent	right	3	3	557
6	2	70	--<--	neutral	left	2	2	436
6	2	71	<<><<	incongruent	right	3	3	576
6	2	72	>><>>	incongruent	left	2	2	460
7	1	1	<<<<<	congruent	left	2	2	457
7	1	2	<<<<<	congruent	left	2	2	415
7	1	3	<<<<<	congruent	left	2	2	365
7	1	4	<<<<<	congruent	left	2	2	432
7	1	5	>>>>>	congruent	right	3	3	416
7	1	6	-->--	neutral	right	3	3	398
7	1	7	<<<<<	congruent	left	2	2	375
7	1	8	<<><<	incongruent	right	3	2	413
7	1	9	--<--	neutral	left	2	2	410
7	1	10	<<<<<	congruent	left	2	2	390
7	1	11	>>>>>	congruent	right	3	3	398
7	1	12	>>>>>	congruent	right	3	3	375
7	1	13	-->--	neutral	right	3	3	365
7	1	14	<<><<	incongruent	right	3	2	370
7	1	15	<<><<	incongruent	right	3	3	538
7	1	16	-->--	neutral	right	3	3	423
7	1	17	<<<<<	congruent	left	2	2	499
7	1	18	<<<<<	congruent	left	2	2	400
7	1	19	-->--	neutral	right	3	3	411
7	1	20	--<--	neutral	left	2	2	438
7	1	21	<<><<	incongruent	right	3	3	502
7	1	22	>>>>>	congruent	right	3	3	527
7	1	23	>><>>	incongruent	left	2	2	496
7	1	24	>>>>>	congruent	right	3	3	507
7	1	25	<<><<	incongruent	right	3	3	615
7	1	26	-->--	neutral	right	3	3	490
7	1	27	>>>>>	congruent	right	3	3	421
7	1	28	<<><<	incongruent	right	3	2	434
7	1	29	>><>>	incongruent	left	2	2	558
7	1	30	-->--	neutral	right	3	3	500
7	1	31	>>>>>	congruent	right	3	3	450
7	1	32	<<><<	incongruent	right	3	3	546
7	1	33	<<><<	incongruent	right	3	3	519
7	1	34	-->--	neutral	right	3	3	426
7	1	35	>><>>	incongruent	left	2	2	582
7	1	36	<<><<	incongruent	right	3	3	731
7	1	37	-->--	neutral	right	3	3	500
7	1	38	--<--	neutral	left	2	2	636
7	1	39	>><>>	incongruent	left	2	2	578
7	1	40	--<--	neutral	left	2	2	461
7	1	41	<<<<<	congruent	left	2	2	419
7	1	42	--<--	neutral	left	2	2	448
7	1	43	--<--	neutral	left	2	2	403
7	1	44	>><>>	incongruent	left	2	2	554
7	1	45	-->--	neutral	right	3	3	466
7	1	46	--<--	neutral	left	2	2	394
7	1	47	-->--	neutral	right	3	3	418
7	1	48	--<--	neutral	left	2	2	368
7	1	49	<<<<<	congruent	left	2	2	482
7	1	50	<<<<<	congruent	left	2	2	397
7	1	51	>><>>	incongruent	left	2	2	609
7	1	52	<<><<	incongruent	right	3	2	436
7	1	53	>>>>>	congruent	right	3	3	701
7	1	54	<<><<	incongruent	right	3	3	840
7	1	55	<<><<	incongruent	right	3	3	520
7	1	56	>><>>	incongruent	left	2	2	505
7	1	57	>>>>>	congruent	right	3	3	469
7	1	58	--<--	neutral	left	2	2	477
7	1	59	--<--	neutral	left	2	2	436
7	1	60	>><>>	incongruent	left	2	2	530
7	1	61	-->--	neutral	right	3	3	499
7	1	62	>><>>	incongruent	left	2	2	494
7	1	63	<<<<<	congruent	left	2	2	395
7	1	64	>><>>	incongruent	left	2	2	560
7	1	65	--<--	neutral	left	2	2	427
7	1	66	>><>>	incongruent	left	2	2	583
7	1	67	-->--	neutral	right	3	3	483
7	1	68	>><>>	incongruent	left	2	2	524
7	1	69	>>>>>	congruent	right	3	3	575
7	1	70	--<--	neutral	left	2	2	392
7	1	71	>>>>>	congruent	right	3	3	479
7	1	72	>>>>>	congruent	right	3	3	504
7	2	1	>>>>>	congruent	right	3	3	488
7	2	2	>><>>	incongruent	left	2	2	434
7	2	3	>><>>	incongruent	left	2	2	543
7	2	4	<<<<<	congruent	left	2	2	421
7	2	5	-->--	neutral	right	3	3	434
7	2	6	<<<<<	congruent	left	2	2	418
7	2	7	-->--	neutral	right	3	3	463
7	2	8	>><>>	incongruent	left	2	2	467
7	2	9	>><>>	incongruent	left	2	2	536
7	2	10	<<><<	incongruent	right	3	3	664
7	2	11	>>>>>	congruent	right	3	3	452
7	2	12	<<><<	incongruent	right	3	3	613
7	2	13	--<--	neutral	left	2	2	442
7	2	14	>>>>>	congruent	right	3	3	444
7	2	15	-->--	neutral	right	3	3	399
7	2	16	<<<<<	congruent	left	2	2	426
7	2	17	>><>>	incongruent	left	2	2	473
7	2	18	>>>>>	congruent	right	3	3	463
7	2	19	>><>>	incongruent	left	2	2	467
7	2	20	--<--	neutral	left	2	2	411
7	2	21	--<--	neutral	left	2	2	407
7	2	22	<<<<<	congruent	left	2	2	371
7	2	23	<<><<	incongruent	right	3	3	515
7	2	24	-->--	neutral	right	3	3	420
7	2	25	<<><<	incongruent	right	3	3	542
7	2	26	<<<<<	congruent	left	2	2	466
7	2	27	<<<<<	congruent	left	2	2	395
7	2	28	-->--	neutral	right	3	3	544
7	2	29	-->--	neutral	right	3	3	484
7	2	30	>>>>>	congruent	right	3	3	462
7	2	31	--<--	neutral	left	2	2	434
7	2	32	-->--	neutral	right	3	3	450
7	2	33	-->--	neutral	right	3	3	437
7	2	34	<<<<<	congruent	left	2	2	420
7	2	35	>>>>>	congruent	right	3	3	419
7	2	36	<<><<	incongruent	right	3	3	541
7	2	37	>><>>	incongruent	left	2	2	590
7	2	38	<<<<<	congruent	left	2	2	430
7	2	39	>>>>>	congruent	right	3	3	445
7	2	40	--<--	neutral	left	2	2	401
7	2	41	>><>>	incongruent	left	2	2	551
7	2	42	<<><<	incongruent	right	3	3	478
7	2	43	>>>>>	congruent	right	3	3	517
7	2	44	--<--	neutral	left	2	2	452
7	2	45	>>>>>	congruent	right	3	3	485
7	2	46	<<><<	incongruent	right	3	3	603
7	2	47	-->--	neutral	right	3	3	524
7	2	48	<<<<<	congruent	left	2	2	415
7	2	49	<<><<	incongruent	right	3	3	599
7	2	50	>>>>>	congruent	right	3	3	442
7	2	51	>><>>	incongruent	left	2	2	475
7	2	52	<<<<<	congruent	left	2	2	388
7	2	53	>>>>>	congruent	right	3	3	459
7	2	54	-->--	neutral	right	3	3	416
7	2	55	-->--	neutral	right	3	3	461
7	2	56	--<--	neutral	left	2	2	418
7	2	57	<<><<	incongruent	right	3	3	697
7	2	58	>><>>	incongruent	left	2	2	524
7	2	59	--<--	neutral	left	2	2	477
7	2	60	--<--	neutral	left	2	2	437
7	2	61	--<--	neutral	left	2	2	436
7	2	62	<<<<<	congruent	left	2	2	405
7	2	63	--<--	neutral	left	2	2	400
7	2	64	<<><<	incongruent	right	3	3	489
7	2	65	>><>>	incongruent	left	2	2	499
7	2	66	>><>>	incongruent	left	2	2	588
7	2	67	<<><<	incongruent	right	3	3	490
7	2	68	<<<<<	congruent	left	2	2	421
7	2	69	--<--	neutral	left	2	2	371
7	2	70	<<><<	incongruent	right	3	3	594
7	2	71	>>>>>	congruent	right	3	3	449
7	2	72	-->--	neutral	right	3	3	420
8	1	1	>>>>>	congruent	right	3	3	473
8	1	2	<<<<<	congruent	left	2	2	464
8	1	3	-->--	neutral	right	3	3	484
8	1	4	--<--	neutral	left	2	2	524
8	1	5	>><>>	incongruent	left	2	2	679
8	1	6	--<--	neutral	left	2	2	536
8	1	7	<<<<<	congruent	left	2	2	430
8	1	8	<<><<	incongruent	right	3	3	445
8	1	9	-->--	neutral	right	3	3	416
8	1	10	<<><<	incongruent	right	3	3	601
8	1	11	>>>>>	congruent	right	3	3	412
8	1	12	<<<<<	congruent	left	2	2	407
8	1	13	-->--	neutral	right	3	3	433
8	1	14	--<--	neutral	left	2	2	418
8	1	15	>>>>>	congruent	right	3	3	415
8	1	16	>>>>>	congruent	right	3	3	412
8	1	17	-->--	neutral	right	3	3	426
8	1	18	--<--	neutral	left	2	2	441
8	1	19	-->--	neutral	right	3	3	396
8	1	20	-->--	neutral	right	3	3	420
8	1	21	--<--	neutral	left	2	2	449
8	1	22	<<<<<	congruent	left	2	2	389
8	1	23	<<><<	incongruent	right	3	3	584
8	1	24	--<--	neutral	left	2	2	437
8	1	25	<<<<<	congruent	left	2	2	422
8	1	26	-->--	neutral	right	3	3	372
8	1	27	<<><<	incongruent	right	3	2	378
8	1	28	>>>>>	congruent	right	3	3	416
8	1	29	>><>>	incongruent	left	2	2	476
8	1	30	<<<<<	congruent	left	2	2	420
8	1	31	>><>>	incongruent	left	2	2	496
8	1	32	>>>>>	congruent	right	3	3	460
8	1	33	-->--	neutral	right	3	3	480
8	1	34	>>>>>	congruent	right	3	3	426
8	1	35	--<--	neutral	left	2	2	469
8	1	36	>><>>	incongruent	left	2	2	480
8	1	37	<<<<<	congruent	left	2	2	379
8	1	38	<<<<<	congruent	left	2	2	464
8	1	39	>><>>	incongruent	left	2	2	452
8	1	40	>><>>	incongruent	left	2	2	457
8	1	41	<<<<<	congruent	left	2	2	420
8	1	42	--<--	neutral	left	2	2	442
8	1	43	>>>>>	congruent	right	3	3	445
8	1	44	--<--	neutral	left	2	2	431
8	1	45	-->--	neutral	right	3	3	400
8	1	46	<<><<	incongruent	right	3	3	536
8	1	47	>>>>>	congruent	right	3	3	554
8	1	48	>>>>>	congruent	right	3	3	386
8	1	49	--<--	neutral	left	2	2	457
8	1	50	<<<<<	congruent	left	2	2	478
8	1	51	>><>>	incongruent	left	2	2	516
8	1	52	<<><<	incongruent	right	3	3	498
8	1	53	>><>>	incongruent	left	2	2	416
8	1	54	<<><<	incongruent	right	3	3	507
8	1	55	<<><<	incongruent	right	3	3	520
8	1	56	<<<<<	congruent	left	2	2	427
8	1	57	>><>>	incongruent	left	2	2	567
8	1	58	--<--	neutral	left	2	2	434
8	1	59	--<--	neutral	left	2	2	480
8	1	60	-->--	neutral	right	3	3	411
8	1	61	<<><<	incongruent	right	3	3	484
8	1	62	>><>>	incongruent	left	2	2	524
8	1	63	<<><<	incongruent	right	3	3	447
8	1	64	<<><<	incongruent	right	3	3	714
8	1	65	>>>>>	congruent	right	3	3	578
8	1	66	>><>>	incongruent	left	2	2	459
8	1	67	>>>>>	congruent	right	3	3	354
8	1	68	<<><<	incongruent	right	3	3	450
8	1	69	<<<<<	congruent	left	2	2	358
8	1	70	-->--	neutral	right	3	3	453
8	1	71	-->--	neutral	right	3	3	395
8	1	72	>><>>	incongruent	left	2	2	419
8	2	1	>><>>	incongruent	left	2	2	484
8	2	2	-->--	neutral	right	3	3	368
8	2	3	<<><<	incongruent	right	3	3	481
8	2	4	>>>>>	congruent	right	3	3	365
8	2	5	<<><<	incongruent	right	3	3	494
8	2	6	--<--	neutral	left	2	2	380
8	2	7	<<<<<	congruent	left	2	2	355
8	2	8	<<><<	incongruent	right	3	3	482
8	2	9	>><>>	incongruent	left	2	2	491
8	2	10	<<><<	incongruent	right	3	3	395
8	2	11	<<><<	incongruent	right	3	3	446
8	2	12	<<<<<	congruent	left	2	2	385
8	2	13	<<<<<	congruent	left	2	2	391
8	2	14	>><>>	incongruent	left	2	2	525
8	2	15	-->--	neutral	right	3	3	400
8	2	16	>>>>>	congruent	right	3	3	395
8	2	17	<<><<	incongruent	right	3	2	388
8	2	18	--<--	neutral	left	2	2	521
8	2	19	-->--	neutral	right	3	3	459
8	2	20	>>>>>	congruent	right	3	3	495
8	2	21	<<<<<	congruent	left	2	2	521
8	2	22	<<<<<	congruent	left	2	2	444
8	2	23	-->--	neutral	right	3	3	477
8	2	24	>>>>>	congruent	right	3	3	437
8	2	25	<<><<	incongruent	right	3	3	562
8	2	26	<<><<	incongruent	right	3	3	506
8	2	27	>><>>	incongruent	left	2	2	535
8	2	28	--<--	neutral	left	2	2	413
8	2	29	>>>>>	congruent	right	3	3	426
8	2	30	<<><<	incongruent	right	3	3	520
8	2	31	-->--	neutral	right	3	3	364
8	2	32	>><>>	incongruent	left	2	2	461
8	2	33	--<--	neutral	left	2	2	434
8	2	34	<<<<<	congruent	left	2	2	403
8	2	35	-->--	neutral	right	3	3	414
8	2	36	>><>>	incongruent	left	2	2	489
8	2	37	<<><<	incongruent	right	3	3	529
8	2	38	>>>>>	congruent	right	3	3	436
8	2	39	>><>>	incongruent	left	2	2	451
8	2	40	<<<<<	congruent	left	2	2	437
8	2	41	<<<<<	congruent	left	2	2	419
8	2	42	<<<<<	congruent	left	2	2	357
8	2	43	-->--	neutral	right	3	3	405
8	2	44	<<<<<	congruent	left	2	2	401
8	2	45	>>>>>	congruent	right	3	3	442
8	2	46	--<--	neutral	left	2	2	397
8	2	47	>><>>	incongruent	left	2	2	531
8	2	48	<<><<	incongruent	right	3	3	453
8	2	49	--<--	neutral	left	2	2	364
8	2	50	>>>>>	congruent	right	3	3	367
8	2	51	--<--	neutral	left	2	2	403
8	2	52	>>>>>	congruent	right	3	3	367
8	2	53	>><>>	incongruent	left	2	2	417
8	2	54	--<--	neutral	left	2	2	384
8	2	55	<<<<<	congruent	left	2	2	421
8	2	56	>><>>	incongruent	left	2	2	513
8	2	57	-->--	neutral	right	3	3	370
8	2	58	--<--	neutral	left	2	2	343
8	2	59	<<<<<	congruent	left	2	2	560
8	2	60	>>>>>	congruent	right	3	3	396
8	2	61	-->--	neutral	right	3	3	420
8	2	62	>>>>>	congruent	right	3	3	370
8	2	63	--<--	neutral	left	2	2	515
8	2	64	--<--	neutral	left	2	2	434
8	2	65	-->--	neutral	right	3	3	419
8	2	66	-->--	neutral	right	3	3	526
8	2	67	>><>>	incongruent	left	2	2	648
8	2	68	--<--	neutral	left	2	2	531
8	2	69	>>>>>	congruent	right	3	3	984
8	2	70	<<><<	incongruent	right	3	3	547
8	2	71	>><>>	incongruent	left	2	2	536
8	2	72	-->--	neutral	right	3	3	460
9	1	1	>>>>>	congruent	right	3	3	607
9	1	2	-->--	neutral	right	3	3	371
9	1	3	--<--	neutral	left	2	2	407
9	1	4	<<<<<	congruent	left	2	2	480
9	1	5	>><>>	incongruent	left	2	2	567
9	1	6	>>>>>	congruent	right	3	3	449
9	1	7	>><>>	incongruent	left	2	2	592
9	1	8	<<><<	incongruent	right	3	3	556
9	1	9	--<--	neutral	left	2	2	436
9	1	10	--<--	neutral	left	2	2	358
9	1	11	<<<<<	congruent	left	2	2	453
9	1	12	<<<<<	congruent	left	2	2	442
9	1	13	-->--	neutral	right	3	3	523
9	1	14	-->--	neutral	right	3	3	428
9	1	15	-->--	neutral	right	3	3	365
9	1	16	>><>>	incongruent	left	2	2	557
9	1	17	>>>>>	congruent	right	3	3	452
9	1	18	>><>>	incongruent	left	2	2	535
9	1	19	>><>>	incongruent	left	2	2	522
9	1	20	<<><<	incongruent	right	3	3	554
9	1	21	-->--	neutral	right	3	3	464
9	1	22	--<--	neutral	left	2	2	344
9	1	23	>><>>	incongruent	left	2	2	562
9	1	24	>><>>	incongruent	left	2	2	460
9	1	25	>>>>>	congruent	right	3	3	448
9	1	26	--<--	neutral	left	2	2	419
9	1	27	>>>>>	congruent	right	3	3	432
9	1	28	-->--	neutral	right	3	3	494
9	1	29	<<><<	incongruent	right	3	3	631
9	1	30	-->--	neutral	right	3	3	524
9	1	31	<<<<<	congruent	left	2	2	462
9	1	32	-->--	neutral	right	3	3	497
9	1	33	<<><<	incongruent	right	3	3	509
9	1	34	<<><<	incongruent	right	3	3	538
9	1	35	<<><<	incongruent	right	3	3	525
